answers-forums#SP11#b#0.20,"I would not accelerate things, to avoid getting worse grades that you want.
",لا أرغب بتسريع الأمور،وذلك لتجنب الحصول على درجات أسوأ من التي تريدها .
answers-forums#SP12#a#0.20,I will advise exactly the contrary of what bravo just said in another answer : go for A !,أود أن أنصح تماما بعكس كلمة (برافو)، فقط بإجابة أخرى وهي : احصل على الدرجة أ .
answers-forums#SP12#b#0.20,"You could defer admission, but it's a little unusual to defer for a year.
",يمكنك تأجيل قبول التسجيل ، ولكنه من غيرالطبيعي إلى حد ما أن تؤجل سنة كاملة .
answers-forums#SP13#a#0.00,"Edit, again: The question seems to have changed, yet again.",غير مرة أخرى: يبدو أن السؤال قد تغير، أيضا مرة ثانية.
answers-forums#SP13#b#0.00,"I can think of three reasons why a faculty member might reveal how a student performed on a qualifying examination.
",يخطر ببالي ثلاثة أسباب كيف يمكن لهيئة التدريس أن تكشف تحصيل الطالب في امتحان التأهيل.
answers-forums#SP14#a#0.00,"I agree with Seteropere completely, ""Network Science"" is a very broad subject.","أتفق تماما مع سيتيرربر في أن ، ""شبكة العلوم"" هي عالم واسع جدا."
answers-forums#SP14#b#0.00,"I would say you are approaching it in the wrong way.
",أود أن أقول أنك كنت قريبا منه ، ولكن بطريقة خاطئة.
answers-forums#SP15#a#1.20,Supporting an ideology in an ostentatious manner (rather than privately or discreetly) is a personality problem.,دعم الإيديولوجية بطريقة  المباهاة (بدلا من اتباع الخصوصية أو التكتم) هو مشكلة شخصية.
answers-forums#SP15#b#1.20,"I think for an appropriate answer I'd need to know exactly what the 'bad' ideology is.
",أفكر في إجابة مناسبة ، كي أعرف بالضبط ما هي الأيديولوجية 'السيئة'.
answers-forums#SP16#a#0.00,"This does not fully answer your question, but it is certainly one consideration.",هذه ليست إجابة كاملة على سؤالك، لكنها بالتأكيد أحد الاعتبارات .
answers-forums#SP16#b#0.00,"I am a PhD student in Computational Science, which is an interdisciplinary major spanning mathematics, computer science, and engineerning.
",أنا طالب دكتوراه في مجال علوم الحاسوب،  وهو مجال متعدد التخصصات ومن أبرزها :الرياضيات ،علوم الكمبيوتر، والهندسة .
answers-forums#SP17#a#0.40,A few possible problems: 1) Such an ID system seems a little intrusive.,هناك عدد قليل من المشاكل المحتملة: 1) فمثلا نظام البطاقات الشخصية بيدو تطفلا بعض الشيء .
answers-forums#SP17#b#0.40,"In mathematics, we already have a database of this sort - two them, in fact, with in MathSciNet and Zentralblatt MATH.
","""في الرياضيات، لدينا بالفعل قاعدة بيانات من هذا النوع - اثنان منهم في الواقع :شبكة علوم الرياضيات و رياضيات الزينترابلات ."
answers-forums#SP18#a#0.40,"As an complement to the other answers, let me address the question of why planets tend towards tidal locking.",كتكملة لإجابات أخرى، اسمحوا لي أن أتناول مسألة لماذا تميل الكواكب نحو أزلاج المد والجزر.
answers-forums#SP18#b#0.40,"The other answers here are fantastic at explaining in a technical sense.
",الإجابات الأخرى هنا رائعة ، من حيث تناول عملية  الشرح بطريقة تقنية .
answers-forums#SP19#a#3.00,"Stars are rotating, but that's not the cause for their stability.",النجوم تدور، ولكن هذا ليس سببا لاستقرارها.
answers-forums#SP19#b#3.00,"Stars rotate due to the angular momentum of the gas they formed from.
",تدور النجوم بسبب قوة دفع الغاز  المكون لها ذو الشكل الزاوي .
answers-forums#SP20#a#4.40,It indeed appears the Andromeda galaxy (M31) and The Milky Way (MW) are en route to a collision.,يبدو في الواقع أن مجرة المرأة المسلسلة (M31) ودرب التبانة (MW) في طريقهما إلى التصادم.
answers-forums#SP20#b#4.40,"In a few billion years, the Milky Way and Andromeda will collide.
",بعد بضعة مليارات من السنين، سوف يتصادم درب التبانة ومجرة المرأة المسلسلة .
answers-forums#SP21#a#3.20,"The short answer is: we are made from the ""stuff"" contributed by many stars.","الجواب القصير هو: أننا مصنوعون من ""المواد"" التي ساهمت بها العديد من النجوم."
answers-forums#SP21#b#3.20,"It is highly unlikely that we're made out of stuff from only one star.
",إنه من المستبعد جدا أن نكون قد تكونا من مواد أتت فقط من نجم واحد .
answers-forums#SP22#a#3.40,All we know is this : Distant objects are receding from us at a rate proportional to their distance from us.,كل ما نعرفه هو هذا: الأشياء البعيدة تنحسر منا بمعدل يتناسب مع المسافة بينها وبيننا .
answers-forums#SP22#b#3.40,"The expansion of space means that objects in cosmological distances are receding away from each other.
",إن التوسع في الفضاء يعني أن الأشياء في المسافات الكونية تنحسر بعيدا عن بعضها البعض.
answers-forums#SP23#a#3.40,"Like Chris said above, stars rotate to conserve their angular momentum.",قال كريس: فوق ، النجوم تدور للحفاظ على قوة الدفع الزاوي.
answers-forums#SP23#b#3.40,"Stars are rotating, but that's not the cause for their stability.
",النجوم متغايرة، ولكن هذا ليس السبب لاستقرارها.
answers-forums#SP24#a#3.60,According to this website the peak visible magnitude will be about 10.5 around February 2nd.,وفقا لهذا الموقع فإن حجم ذروة الرؤية سيكون حوالي 10.5 بحلول 2 فبراير.
answers-forums#SP24#b#3.60,"The AAVSO data seems to indicate that it might have already peaked, at around 10.5 (visual).
",يبدو أن بيانات  ال (AAVSO)  تشير إلى أنه من الممكن أن يكون قد بلغ ذروته بالفعل ، حوالي 10.5 (مرئية) .
answers-forums#SP25#a#0.80,All of these effects are related to the 11 year solar cycle.,تعود جميع هذه الآثار إلى الدورة الشمسية ومدتها 11 سنة.
answers-forums#SP25#b#0.80,"I will be specific to answering the part regarding the prediction of solar flares.
",سوف تكون الإجابة محددة على الجزء المتعلق بالتنبؤ بالتوهجات الشمسية.
answers-forums#SP26#a#0.80,"We are moving ""... relative to the comoving cosmic rest frame ... at some 371 km/s towards the constellation Leo"".",
answers-forums#SP26#b#0.80,"There is no 'still' that is not relative to some other object.
","""ليس هناك ما 'لا يزال' وهذا ليس بالنسبة لشيء آخر ."
answers-forums#SP27#a#1.00,"Yes, it's true that the apparent size of the Moon is 30 arcmin.",نعم، إنه صحيح أن الحجم الظاهر من القمر هو 30 آركمن .
answers-forums#SP27#b#1.00,"When you gaze at the moon ""live"", you are not seeing a still image.
","عندما تنظر إلى القمر"" ""مباشرة  ""، فإنك لا ترى صورة ثابتة ."
answers-forums#SP28#a#1.60,Let us assume the data for a globular cluster to be equivalent to that of M13.,دعنا نفترض البيانات لعنقود كروي، ليكون معادلا لذلك الذي هو من M13.
answers-forums#SP28#b#1.60,"Globular clusters occupy an interesting place in the spectrum of composite stellar systems.
",عناقيد كروية تحتل مكانا مثيرا للاهتمام في الطيف من النظم النجمية المركبة.
answers-forums#SP29#a#1.00,"Why is the speed of light 299,792,458 m/s, and not (for instance) 3,1 or 4,3 x 10^44 m/s?",لماذا سرعة الضوء هي  299،792،458 م / ث، وليس (على سبيل المثال) 3،1 أو 4،3 × 10 ^ 44 م / ث؟
answers-forums#SP29#b#1.00,"Speed of light being finite is one of the fundamentals of our Universe.
","""سرعة الضوء المحدودة في وقتنا الحاضر هي واحدة من أسس عالمنا."
answers-forums#SP30#a#3.20,"As per your definition, a star formed in a binary system (hence near some gravitating body) is a generalised planet.",حسب التعريف الخاص بك، إن النجم يتشكل بنظام ثنائي (لذلك فهو بالقرب من بعض الأجسام المتجاذبة) هو كوكب المعمم.
answers-forums#SP30#b#3.20,"The main flaw with your definition of a ""generalised planet"" would be the boundary between stars and planets.
","العيب الرئيسي  لتعريفك ل ""الكوكب المعمم ""يمكن أن يكون في أنه الحد الفاصل بين النجوم والكواكب."
answers-forums#SP31#a#2.00,A method used to calculate the distance between stars is 3 Dimensional trigonometry.,تستخدم الطريقة في حساب المسافة بين النجوم في ثلاثة أبعاد ثلاثية .
answers-forums#SP31#b#2.00,"You only need two-dimensional trigonometry if you know the distances to the two stars and their angular separation.
",أنت فقط بحاجة لبعدين ثلاثيين ،إذا كنت تعرف المسافات لنجمين ، وطريقة فصلهم الزاوي.
answers-forums#SP32#a#0.00,"The farther away, the faster the galaxies move away from us.",كلما اتجهنا  بعيدا ، كلما تحركت المجرات  بشكل أسرع بعيدا عنا.
answers-forums#SP32#b#0.00,"Here is my answer to a similar question posted on the physics stack exchange website.
",هذا هو جوابي على سؤال مماثل نشر على موقع لتبادل المكدسات الفيزيائية .
answers-forums#SP33#a#0.60,"Stars form in star-formation regions, which itself develop from molecular clouds.",تتشكل النجوم في مناطق تشكيل النجوم ، والتي تتطوربنفسها من السحب الجزيئية.
answers-forums#SP33#b#0.60,"It may be possible for a solar system like ours to exist outside of a galaxy.
",قد يكون من الممكن بالنسبة  للنظام الشمسي عندنا ،من أن يكون موجودا خارج المجرة.
answers-forums#SP34#a#0.00,"A black hole (briefly), is nothing more than a dead star whose mass was more than 3 solar masses.",الثقب الأسود (باختصار)، ليس أكثر من نجم ميت ، كانت كتلته  تمثل أكثر من حجم 3 كتل شمسية .
answers-forums#SP34#b#0.00,"I think you mean to ask, ""What is the local sidereal time of Greenwhich?"".
","أعتقد أنك  تقصد أن ـسأل:  ""ما هو الوقت الفلكي المحلي لتوقيت غرينيتش ؟"
answers-forums#SP35#a#1.40,"Yes, but it does not stay in the same constellation.",نعم، ولكنه لا يبقى في نفس البرج.
answers-forums#SP35#b#1.40,"Constellations are human constructs to make sense of the night sky.
",مجموعة النجوم هي منشآت بشرية لإعطاء معنى للسما ء ليلا .
answers-forums#SP36#a#2.00,Asteroids are what are called minor planets - small inner solar system rocky bodies.,الكويكبات التي تسمى بالكواكب الصغيرة – هي أجسام صخرية صغيرة داخل النظام الشمسي.
answers-forums#SP36#b#2.00,"The objects you are refering to are actually two different objects: asteroids and comets.
",إن ما تشير إليه من  الأشياء هي في الواقع شيئين مختلفين: الكويكبات والمذنبات.
answers-forums#SP37#a#2.60,Here is a lexical decision task I wrote years ago using PHP and Javascript (github link).,هذه مهمة لعمل مقررات معجمية كنت قد كتبتها  قبل سنوات باستخدام PHP ونص جافا  (وموقع جيثب).
answers-forums#SP37#b#2.60,"Just for reference, I ended up writing simple web-based lexical decision task software myself.
",فقط كدليل للرجوع اليه، فقد انتهيت بنفسي من كتابة عمل بسيط لبرمجيات مقررات معجمية على شبكة الإنترنت .
answers-forums#SP38#a#4.20,It's pretty difficult to imagine a person with Social Anxiety Disorder being an extrovert.,من الصعب جدا أن تتخيل شخصا ما مصابا باضطراب اجتماعي ، ويكون مرتاحا نفسيا .
answers-forums#SP38#b#4.20,"On the surface, it does seem like social anxiety disorder and extroversion shouldn't both exist in the same person.
",من ناحية بعيدة ، فإنه من المستبعد أن تجتمع في شخص واحد صفتين مثل الاضطراب الاجتماعي والراحة النفسية .
answers-forums#SP39#a#2.80,"It is hard to delineate emotion completely from thoughts or sensations, because emotion can contain both.",من الصعب أن تجرد العاطفة تماما عن الأفكار أو المشاعر، لأن العاطفة يمكن أن تحتوي على الاثنين معا .
answers-forums#SP39#b#2.80,"Technically speaking, an emotion is not different from thought the way it is processed in brain, both involve neurotransmitters.
",من الناحية الفنية، فإن المشاعر لا تختلف عن الأفكار من حيث الطريقة التي يتم معالجتها في الدماغ، فكلاهما مشترك من خلال أجهزة الإرسال العصبية.
answers-forums#SP40#a#0.00,I've found an additional concept that may be related to the original question: prototype theory.,لقد وجدت مفهوما إضافيا والذي من الممكن أن يكون ذات صلة  بالسؤال الأصلي وهو : نظرية النموذج.
answers-forums#SP40#b#0.00,"According to current models of human concept learning, the answer to your question is both.
",وفقا للنماذج الحالية المتعلقة بمفهوم التعلم عند الإنسان ، فإن الجواب على سؤالك هو كلاهما .
answers-forums#SP41#a#0.00,"There are individuals who possess extraordinary memory ability, sometimes called eidetic memory.",هناك أشخاص يمتلكون قدرة فائقة على التذكر، حيث تسمى أحيانا بالذاكرة التخيلية .
answers-forums#SP41#b#0.00,"There are many arguments for why this is not the case.
",هناك الكثير من الحجج عن : لماذا ليس الأمر كذلك .
answers-forums#SP42#a#2.00,"Spike trigger is a specific type or you could say a sub-set of reverse correlations, covariance and probabilities.",أثر الارتفاع هو نوع محدد، أو يمكن القول بأنه مجموعة فرعية من الارتباط العكسي، التغاير والاحتمالات.
answers-forums#SP42#b#2.00,"There's the naïve version of spike triggered averaging, and the sophisticated version.
",هناك النسخة الأصلية من متوسط أثر الارتفاع ، وهناك النسخة المتطورة.
answers-forums#SP43#a#0.00,"As mentioned in the other comments, ANOVA is problematic when mixing types of predictor variables.",كما جاء في تعليقات أخرى،فإن  إشكالية (أنوفا) تكمن عند خلط أنواع من المتغيرات التنبؤية .
answers-forums#SP43#b#0.00,"I like to think of multitasking as rapid task switching.
",أود التفكير في المهام  المتعددة ، كمهمة سريعة التبديل .
answers-forums#SP44#a#2.60,Q: What is the reason for people to implicitly trust their peers in extreme (or not) situations?,س: ما هو السبب الذي يكمن ضمنا وراء الشعب في تصديق أقرانهم في الحالات القصوى (أو عدمه)؟
answers-forums#SP44#b#2.60,"One human-being reliance on other(s) awareness is defined by the level of trust between the humans.
",يعرف إدراك أحد البشرفي الاعتماد على الشخص الآخر أو (الآخرين ) من خلال مستوى الثقة بين البشر.
answers-forums#SP45#a#2.60,Intrinsic reward is the emotional pay-off that you get by completing an activity.,المكافأة الذاتية هي المردود العاطفي الذي تحصل عليه بعد استكمالك إحدى النشاطات
answers-forums#SP45#b#2.60,"According to Frederick Herzberg's two-factor theory of motivation, intrinsic rewards are motivators (e.g.
",بالرجوع لاثنين من عوامل نظرية فريدريك هرزبرج للتحفيز ،فإن المكافآت الجوهرية هي الدوافع (على سبيل المثال).
answers-forums#SP46#a#0.00,Presumably the decision of drivers to slow down in response to work zone signage is influenced by many factors.,فرضا أن اتخاذ القرار بشأن إبطاء السرعة من قبل  السائقين ،بغرض  الاستجابة للافتات الموضوعة في منطقة العمل قد يتأثر بالعديد من العوامل.
answers-forums#SP46#b#0.00,"This short talk deals with issues of ""cheating slightly"" :Dan Ariely: Our buggy moral code.
","تتناول هذه المحادثة القصيرة قضايا"" ""الغش بشكل طفيف "" "": دان آريلي: قانون بوجي الأخلاقي عندنا ."
answers-forums#SP47#a#2.60,"When studying adult IQ, general adult norms are often used.",عند دراسة مستوى الذكاء عند الكبار، غالبا ما تستخدم المعاييرالخاصة  بالراشدين.
answers-forums#SP47#b#2.60,"Basically, what you do is you compare each age group IQ to the standardization sample.
",في الأساس، ما تقوم بفعله هو مقارنة نسبة  الذكاء لكل  فئة عمرية  بالنسبة للنموذج الثابت .
answers-forums#SP48#a#0.00,"Some ancient historical precedent exists for preferring $10$, but also for $6$, so that's mixed support from Wikipedia on perfect numbers.",
answers-forums#SP48#b#0.00,"This is indeed possible, but I haven't seen it done experimentally for reasons other than feasibility.
",إن هذا الأمر في الواقع ممكن ، غير أنني لم أجد أنه نفذ بشكل تجريبي لأسباب معينة  سوى أنها لا جدوى منها .
answers-forums#SP49#a#1.60,"These are interesting studies, but the bottom line is: yes, environment affects cognitive abilities.",هذه  دراسات مثيرة للاهتمام، ولكن خلاصة القول هي: نعم، البيئة تؤثر على القدرات المعرفية.
answers-forums#SP49#b#1.60,"I'm not sure what you mean by cognitive capacity, but I absolutely believe that language shapes the way we think.
",لست متأكدا ما الذي تعنيه بالقدرة المعرفية، ولكني متيقن تماما من أن اللغة هي الطريقة التي تشكل أفكارنا .
answers-forums#SP50#a#0.00,"Since this is a relatively new problem for behavioral researchers, I don't know that there is a common consensus.",بما أن هذه المشكلة هي جديدة نسبيا للباحثين السلوكيين، لا أعرف أن هناك إجماع مشترك.
answers-forums#SP50#b#0.00,"I'll address just the first of your three sub-questions, the others have been answered by Chuck Sherrington.
",سوف أتناول الشق  الأول فقط من الأسئلة الثلاث الفرعية، فقد أجاب تشاك شيرينجتون على الأسئلة الأخرى .
answers-forums#SP51#a#0.60,"If non-human animals do have intelligence too, why is their intelligence not as advanced as humans?",إذا كانت الحيوانات غير البشرية تتوفر لديها معلومات استخباراتية ، فلماذا إذن ذكائها ليس متقدما كذكاء كبشر؟
answers-forums#SP51#b#0.60,"Your own theory is bad because it seems to follow from a Lamarkian interpretation of evolutionary theory.
",إن نظريتك الخاصة سيئة ، لأنها على ما يبدو تتبع تفسير( لاماركان )  لنظرية النشوء والارتقاء.
answers-forums#SP52#a#1.80,The Hare Psychopathy Checklist is often used to assess psychopathy in clinical settings.,غالبا ما تستخدم مرجعية هير شيكوباثي للتقييم العقلي في المرافق الصحية.
answers-forums#SP52#b#1.80,"From an article entitled Can You Call a 9-Year-Old a Psychopath?
",من مقال بعنوان : أيمكنك استدعاء مريض نفسي يبلغ من العمر9 سنوات؟
answers-forums#SP53#a#3.80,"I wrap steaks individually in freezer paper, then put them into ziploc freezer bags.",أنا ألف شرائح اللحم كل واحدة بمفردها في ورق الثلاجة، ثم أضعها في أكياس التجميد (زيبلوك ).
answers-forums#SP53#b#3.80,"Wrap well in plastic (individually) and then put in a freezer bag.
",قم بلفها جيدا بالبلاستيك (كل واحدة بمفردها)، ثم ضعها في كيس التجميد .
answers-forums#SP54#a#1.60,"In addition to oil, make sure the grill is nice and hot before you start cooking.",بعد إضافة الزيت ،تأكد من أن المقلاة ساخنة بشكل كاف قبل البدء بالطبخ.
answers-forums#SP54#b#1.60,"I'd been using paper towels to oil the grill, and I just discovered that newspapers work a lot better.
",أنا عادة ما أقوم باستخدام المناشف الورقية لامتصاص الزيت عند الشواء، ولكنني اكتشفت للتو أن استخدام الصحف هنا أفضل كثيرا.
answers-forums#SP55#a#3.20,The best way I have found is to soak the ears in husk for several hours before grilling.,أفضل طريقة وجدتها  ،هي أن نقوم بنقع  الحبوب في القشور لعدة ساعات قبل الشواء.
answers-forums#SP55#b#3.20,"Soak whole ears in the husk in a bowl of water.
",قم بنقع  الحبوب كلها في القشورالموضوعة  في وعاء مليء بالماء.
answers-forums#SP56#a#2.60,There are actually quite a few differences between the different types of flour.,في الحقيقة أنه يوجد فرق بسيط بين الأنواع المختلفة من الطحين.
answers-forums#SP56#b#2.60,"The difference is the amount of protein contained in the flour which can range from 5% to 15%.
",يكمن الاختلاف في كمية البروتين الموجودة في الطحين ، والتي يمكن أن تتراوح من 5% إلى 15%
answers-forums#SP57#a#3.00,I've never adjusted the length of time based on number of eggs.,لم يسبق لي أن قمت بتعديل طول الوقت نسبة لعدد من البيض.
answers-forums#SP57#b#3.00,"I don't boil eggs enough to keep a feel for the timing...
",أنا لا أسلق البيض بشكل كاف كي أبقى متعودا على التوقيت ...
answers-forums#SP58#a#1.40,I just hold the cheese closer to the edge away from the grater.,فقط أقوم  بالإمساك بقطعة الجبن بشكل أقرب من حافة المبشرة.
answers-forums#SP58#b#1.40,"By the wording of the question, I'm pretty sure you're using one of those pyramidal graters or a ""sheet"" grater.
","عن طريق صياغة السؤال، أنا متأكد من أنك تستخدم واحدة من تلك المبشرات الهرمية أو"" صفائح "" ذات جودة أعلى ."
answers-forums#SP59#a#1.60,I've stored pancakes in the freezer for over two month and not had any freezer burn.,لقد قمت بتخزين الفطائر في الثلاجة لأكثر من شهرين ، ولم تتلف بفعل التجميد .
answers-forums#SP59#b#1.60,"Its going to depend on the type of packaging and also the freezer.
",إنها تعتمد على نوع التعبئة والتغليف، وعلى  نوع الثلاجة أيضا .
answers-forums#SP60#a#1.60,"Break the bulb into cloves, breaking off the bottom and the dry stick that goes up the middle.",قم بكسر اللمبة إلى أجزاء ، قم بكسر أسفلها ومرر قضيبا جافا إلى الوسط منها .
answers-forums#SP60#b#1.60,"lay down a knife horizontaly on the cloves and hit it.
",ضع  سكينا بشكل أفقي على الفصوص ، ثم قم بضربها .
answers-forums#SP61#a#1.00,"I managed to find this recipe, I think this is where I got the idea.",بحثت بنفسي عن هذه الوصفة ، أعتقد أنني وجدت الفكرة في هذا المكان .
answers-forums#SP61#b#1.00,"I've only made a couple of bbq sauces, but they've always come out really well.
",لقد قمت بصنع نوعين من صلصة الشواء ، وفي الحقيقة أنهما رائعتين دائما .
answers-forums#SP62#a#1.80,I  believe one cannot taste the difference between minced(canned) and fresh garlic once it is cooked.,أعتقد أنه لا أحد يستطيع التمييز في طعم الثوم بعد الطبخ ،عندما يكون مهروسا (معلبا ) وعندما يكون طازجا .
answers-forums#SP62#b#1.80,"In my experience, fresh garlic is great for when you want texture, or to slow down the flavour infusion.
",من خلال تجربتي ، فإن  طعم الثوم الطازج أقوى لمن يريد الحصول على الملمس ، أو للتقليل من تمازج النكهات .
answers-forums#SP63#a#1.80,I grill salmon that I get with the skin on.,أنا أقوم بشواء سمك السلمون دون نزع الجلد .
answers-forums#SP63#b#1.80,"Salmon is a great choice and it's readily available pretty much everywhere.
",يعتبر سمك السلمون الخيار الأفضل ، فهو متوفر بشكل كبير في كل مكان .
answers-forums#SP64#a#1.40,"The recipe I work from has you put the meat in the freezer, then pan sear it.",أنا أعمل من خلال الوصفة التي تقول بأن  تضع اللحم في الثلاجة ، ثم تقوم  بحرقه في المقلاة .
answers-forums#SP64#b#1.40,"Starting with a whole chilled piece of meat, I quickly pour boiling water over all the outside surface.
",أبدأ بقطعة لحم مبردة كاملة ، وأقوم بصب الماء المغلي بسرعة  على سطحها الخارجي كله .
answers-forums#SP65#a#2.60,"They don't taste identical at all, and even more important, they don't smell the same.",لم يتذوقوا طعما مماثلا قط ، والأهم أنهم لم يستنشقوا مثل هذه الرائحة أيضا .
answers-forums#SP65#b#2.60,"Black pepper and white pepper are differing preparations of the fruit of the Piper nigrum plant.
",يختلف الفلفل الأسود عن الفلفل الأبيض من خلال عملية التحضير من نبتة فاكهة البايبر نيجروم .
answers-forums#SP66#a#2.00,This depends on the shelf life of the cultivar of tomato you purchased.,يعتمد هذا على مدة الصلاحية لنوع الطماطم التي اشتريتها .
answers-forums#SP66#b#2.00,"Tomatoes will last longer if kept in the fridge, but I actually recommend against keeping them there.
",يطول عمر الطماطم إذا ما تم الاحتفاظ بها في الثلاجة ، مع أنني أنصح بعكس ذلك .
answers-forums#SP67#a#1.00,Coagulated egg proteins in combination with gluten give baked goods the supporting structure they need.,تخثر بروتين البيض باتحاده مع الجلوتين ، يعطي الملأكولات المخبوزة الحجم المثالي الذي تحتاجه .
answers-forums#SP67#b#1.00,"There are basically two types of cakes: butter and sponge (or Génoise).
",في الأساس هناط نوعان من الكعك : الكعكة الإسفنجية وكعكة الزبدة (أو : جينويس ) .
answers-forums#SP68#a#1.40,A common one is haddock and is in season pretty much year round.,يعتبر سمك الحدوق مشهورا ، حيث يتوفر موسمه على مدار السنة .
answers-forums#SP68#b#1.40,"White fish are, as a rule, more delicately flavored than darker fleshed fish.
",كقاعدة ، تتميز الأسماك ذات اللحوم البيضاء بنكهتها الأكثر دقة من الأسماك ذات اللحوم السوداء .
answers-forums#SP69#a#0.60,Good cheddar has little chunks of calcium lactate on/in it - could it be that?,تحتوي جبنة الشيدر الجيدة على لاكتات الكالسيوم بداخلها وخارجها - أيمكن أن تكون تلك ؟
answers-forums#SP69#b#0.60,"I have two suspicions: One, you're undercooking your roux, the flour and butter mixture, and not fully incorporating the flour.
",لدي اثنين من الشكوك : أحدهما أنك تقوم بصنع الصوصو الخاص بك ، بخلط الدقيق والزبدة معا ، عن طريق مزج الدقيق بشكل غير كامل .
answers-forums#SP70#a#1.40,"Copper can be useful for certain tasks due to the its metallic properties (heats quickly, distributes heat evenly, etc.",يمكن أن نستفيد من معدن النحاس في مهام عديدة نظرا لخصائصه المعدنية ، (يسخن بسرعة ، يوزع الحرارة بشكل متساو ، الخ ) .
answers-forums#SP70#b#1.40,"Probably subjective, but ... Good clad stainless steel will give you much better cooking performance per dollar than copper.
",على الأغلب تكون موضوعية ، ولكن الأواني المكسوة بطبقة الفولاذ المقاوم للصدأ تعطي نتيجة مرضية في الطبخ أكثر من الأواني النحاسية .
answers-forums#SP71#a#0.40,"She obviously has a legit excuse, although she could have been more responsible and ""have"" told you in advance.",يبدو واضحا أنه لديها عذر شرعي ، على الرغم من أنها يجب أن تكون أكثر مسؤولية وتخبرك سلفا .
